,unnamed_0,how_many_employees_does_your_company_or_organization_have,is_your_employer_primarily_a_tech_company_organization,is_your_primary_role_within_your_company_related_to_tech_it,does_your_employer_provide_mental_health_benefits_as_part_of_healthcare_coverage,do_you_know_the_options_for_mental_health_care_available_under_your_employer_provided_health_coverage,has_your_employer_ever_formally_discussed_mental_health_for_example_as_part_of_a_wellness_campaign_or_other_official_communication,does_your_employer_offer_resources_to_learn_more_about_mental_health_disorders_and_options_for_seeking_help,is_your_anonymity_protected_if_you_choose_to_take_advantage_of_mental_health_or_substance_abuse_treatment_resources_provided_by_your_employer,you_feel_more_comfortable_talking_to_your_coworkers_about_your_physical_health_or_your_mental_health,would_you_feel_comfortable_discussing_a_mental_health_issue_with_your_direct_supervisor_s,have_you_ever_discussed_your_mental_health_with_your_employer,would_you_feel_comfortable_discussing_a_mental_health_issue_with_your_coworkers,have_you_ever_discussed_your_mental_health_with_coworkers,overall_how_much_importance_does_your_employer_place_on_physical_health,overall_how_much_importance_does_your_employer_place_on_mental_health,do_you_have_medical_coverage_private_insurance_or_state_provided_that_includes_treatment_of_mental_health_disorders,do_you_know_local_or_online_resources_to_seek_help_for_a_mental_health_issue,do_you_believe_your_productivity_is_ever_affected_by_a_mental_health_issue,if_yes_what_percentage_of_your_work_time_time_performing_primary_or_secondary_job_functions_is_affected_by_a_mental_health_issue,have_you_had_a_mental_health_disorder_in_the_past,have_you_ever_sought_treatment_for_a_mental_health_disorder_from_a_mental_health_professional,do_you_have_a_family_history_of_mental_illness,have_your_observations_of_how_another_individual_who_discussed_a_mental_health_issue_made_you_less_likely_to_reveal_a_mental_health_issue_yourself_in_your_current_workplace,what_is_your_age,what_is_your_gender,what_is_your_race
13,13,500-1000,1,1,1,1,1,2,2,0,1,1,1,1,7.0,5.0,-1,-1,-1,,1,1,1,0,37,0,White
14,14,100-500,1,1,1,1,1,2,2,1,0,0,0,0,7.0,7.0,-1,-1,-1,,2,1,0,1,26,1,White
15,15,100-500,0,1,1,1,0,1,1,1,2,1,2,1,4.0,2.0,-1,-1,-1,,1,0,0,0,43,0,
16,16,100-500,1,1,1,1,1,1,1,0,1,1,1,1,7.0,9.0,-1,-1,-1,,1,1,1,0,35,0,White
17,17,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,-1,,0,0,1,0,31,0,
18,18,100-500,1,1,1,0,1,2,1,0,1,0,1,1,6.0,6.0,-1,-1,-1,,1,0,1,0,32,1,I prefer not to answer
19,19,More than 1000,1,1,1,1,1,1,2,1,2,0,0,0,7.0,6.0,-1,-1,-1,,1,1,2,0,37,0,White
20,20,6-25,1,1,2,0,0,0,2,1,2,1,1,0,8.0,7.0,-1,-1,-1,,2,0,2,0,41,0,White
21,21,100-500,1,0,1,1,1,1,2,1,1,1,1,1,10.0,10.0,-1,-1,-1,,1,1,1,1,40,1,I prefer not to answer
22,22,500-1000,1,1,2,0,0,0,1,0,1,1,1,1,9.0,5.0,-1,-1,-1,,1,1,2,0,37,0,White
23,23,100-500,1,1,1,1,1,1,2,1,2,1,0,0,6.0,3.0,-1,-1,-1,,1,1,1,0,53,"let's keep it simple and say ""male""",White
24,24,6-25,1,1,2,0,0,0,2,1,0,0,1,1,1.0,1.0,-1,-1,-1,,1,1,1,2,29,0,More than one of the above
25,25,500-1000,1,1,2,0,0,0,2,0,1,1,1,1,5.0,9.0,-1,-1,-1,,1,1,1,0,37,0,White
26,26,100-500,0,1,2,0,0,2,2,1,0,0,0,0,10.0,0.0,-1,-1,-1,,1,1,1,1,45,1,White
27,27,6-25,1,1,2,0,0,2,2,0,1,1,1,1,6.0,6.0,-1,-1,-1,,0,0,0,0,26,0,
28,28,100-500,1,1,1,1,1,1,2,1,1,1,2,1,5.0,7.0,-1,-1,-1,,1,1,1,0,28,0,White
29,29,100-500,1,1,1,1,1,0,2,1,1,1,0,0,7.0,7.0,-1,-1,-1,,1,1,2,0,24,1,White
30,30,100-500,1,1,1,1,0,2,2,1,2,0,2,1,5.0,5.0,-1,-1,-1,,1,0,1,0,27,0,White
31,31,100-500,0,1,1,0,0,2,2,0,1,0,2,0,8.0,7.0,-1,-1,-1,,1,1,0,0,42,0,White
32,32,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,0,1,1-25%,0,0,0,-1,53,1,White
33,33,100-500,0,1,-1,-1,1,0,2,1,1,0,1,1,9.0,6.0,-1,-1,-1,,2,0,0,0,34,0,
34,34,500-1000,0,1,1,1,1,2,2,1,1,1,1,1,7.0,7.0,-1,-1,-1,,1,1,2,0,23,non-binary,
35,35,More than 1000,0,1,2,0,0,2,2,0,2,0,2,0,4.0,4.0,-1,-1,-1,,0,0,2,0,34,0,White
36,36,6-25,1,1,2,0,0,0,1,0,1,0,1,0,8.0,5.0,-1,-1,-1,,1,0,1,2,27,0,White
37,37,100-500,1,1,1,1,0,2,2,1,0,0,2,0,9.0,7.0,-1,-1,-1,,1,1,2,2,31,0,White
38,38,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,1,76-100%,0,0,0,0,30,0,
39,39,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,1,1-25%,1,1,0,0,58,0,White
40,40,More than 1000,0,1,1,1,1,1,1,1,1,0,1,0,8.0,6.0,-1,-1,-1,,0,0,0,0,50,0,White
41,41,100-500,1,1,1,1,1,1,2,1,1,1,2,1,3.0,6.0,-1,-1,-1,,1,1,1,0,41,0,White
42,42,26-100,1,1,2,0,0,0,2,0,0,0,0,0,0.0,0.0,-1,-1,-1,,2,0,0,0,40,0,
43,43,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,0,0,1,51-75%,1,1,2,1,28,0,
44,44,1-5,1,1,1,1,0,1,1,1,2,1,1,1,9.0,7.0,-1,-1,-1,,1,0,0,2,49,identify as male,
45,45,More than 1000,0,1,2,0,0,2,2,0,1,1,1,1,3.0,3.0,-1,-1,-1,,1,1,1,0,37,0,White
46,46,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,0,1,1,1-25%,1,1,2,0,36,0,White
47,47,6-25,0,1,1,1,1,1,1,0,1,1,1,1,10.0,10.0,-1,-1,-1,,1,1,0,0,52,0,White
48,48,More than 1000,0,1,1,1,1,1,2,1,1,0,2,0,9.0,9.0,-1,-1,-1,,0,0,2,-1,33,-1,
49,49,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,1,26-50%,0,0,2,-1,54,1,
50,50,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,0,2,,0,0,0,0,38,0,
51,51,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,0,1,76-100%,1,1,0,-1,64,0,
52,52,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,0,1,51-75%,0,1,0,0,40,0,
53,53,26-100,1,1,1,1,0,2,2,1,0,0,0,0,5.0,2.0,-1,-1,-1,,1,0,2,1,37,0,White
54,54,More than 1000,0,1,2,0,2,1,2,0,1,0,2,1,8.0,7.0,-1,-1,-1,,1,1,0,2,53,1,White
55,55,6-25,1,1,0,-1,0,0,2,0,2,0,2,0,4.0,3.0,-1,-1,-1,,0,0,2,0,55,0,
56,56,6-25,1,1,2,1,1,0,1,1,2,1,0,0,4.0,3.0,-1,-1,-1,,1,1,1,0,30,0,I prefer not to answer
57,57,500-1000,0,1,1,0,0,0,2,1,0,0,2,0,3.0,1.0,-1,-1,-1,,1,1,1,1,35,0,White
58,58,More than 1000,0,1,1,1,2,2,1,1,2,0,0,0,7.0,7.0,-1,-1,-1,,1,0,1,-1,60,0,
59,59,100-500,0,1,1,1,1,1,1,1,2,0,0,0,5.0,5.0,-1,-1,-1,,0,0,0,2,34,1,White
60,60,More than 1000,0,1,0,0,0,0,2,1,0,1,0,0,5.0,2.0,-1,-1,-1,,1,1,1,2,35,0,White
61,61,More than 1000,0,1,1,0,0,0,2,1,0,0,0,0,2.0,0.0,-1,-1,-1,,1,1,1,-1,34,0,White
62,62,26-100,1,1,2,0,0,0,1,1,1,1,0,0,7.0,3.0,-1,-1,-1,,0,0,1,1,28,0,White
63,63,26-100,1,1,2,0,0,0,2,1,2,0,1,0,5.0,2.0,-1,-1,-1,,1,1,1,1,28,woman,White
64,64,26-100,1,1,2,1,0,0,1,0,2,0,1,0,7.0,5.0,-1,-1,-1,,0,0,0,2,36,-1,
65,65,6-25,1,1,0,0,0,0,0,0,1,0,0,0,0.0,0.0,-1,-1,-1,,0,0,2,1,24,0,
66,66,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,0,1,1,1-25%,0,0,2,1,50,0,White
67,67,More than 1000,1,1,1,0,0,1,2,1,0,0,2,0,5.0,4.0,-1,-1,-1,,1,1,2,0,55,0,White
68,68,26-100,1,1,1,1,0,2,1,0,1,1,2,0,4.0,6.0,-1,-1,-1,,1,1,0,0,32,0,
69,69,500-1000,1,1,1,1,1,1,1,0,1,1,1,0,10.0,5.0,-1,-1,-1,,2,1,2,0,33,0,White
70,70,500-1000,1,1,1,1,0,0,2,1,2,1,0,0,7.0,5.0,-1,-1,-1,,1,1,1,0,30,1,
71,71,500-1000,1,1,1,0,0,2,1,0,1,0,1,0,9.0,9.0,-1,-1,-1,,0,0,1,0,30,0,
72,72,100-500,1,1,1,1,1,0,2,1,2,0,2,0,7.0,7.0,-1,-1,-1,,0,0,2,-1,34,0,
73,73,100-500,1,1,0,0,0,0,2,1,1,0,2,1,8.0,7.0,-1,-1,-1,,1,1,1,-1,36,1,
74,74,100-500,1,1,0,-1,0,0,2,1,2,0,2,0,8.0,5.0,-1,-1,-1,,1,1,1,1,30,0,
75,75,1-5,1,1,0,-1,1,0,0,1,0,0,2,0,9.0,8.0,-1,-1,-1,,0,0,0,-1,29,0,
76,76,500-1000,1,1,0,0,0,0,0,1,1,0,0,0,6.0,3.0,-1,-1,-1,,1,1,1,-1,34,0,
77,77,100-500,1,1,0,1,0,0,0,0,1,1,1,1,3.0,3.0,-1,-1,-1,,0,1,0,2,40,0,
78,78,500-1000,1,1,-1,-1,0,0,2,1,0,0,0,0,8.0,5.0,-1,-1,-1,,0,0,2,2,31,non binary,
79,79,100-500,1,1,2,0,0,2,1,1,2,0,2,0,9.0,8.0,-1,-1,-1,,0,0,1,-1,27,0,
80,80,More than 1000,0,1,1,1,1,1,1,0,1,0,1,0,6.0,7.0,-1,-1,-1,,0,0,1,-1,47,0,White
81,81,100-500,0,1,1,1,0,1,1,1,2,0,2,0,6.0,4.0,-1,-1,-1,,1,1,1,0,24,1,White
82,82,100-500,1,1,1,1,0,0,1,1,1,0,2,0,7.0,3.0,-1,-1,-1,,0,1,0,-1,36,0,
83,83,100-500,1,1,2,0,0,2,2,1,2,0,1,0,8.0,5.0,-1,-1,-1,,0,0,2,-1,28,0,
84,84,500-1000,1,1,1,1,1,1,2,1,2,1,2,1,5.0,7.0,-1,-1,-1,,0,0,0,0,34,0,
85,85,100-500,1,1,2,0,0,0,2,1,1,0,1,1,5.0,5.0,-1,-1,-1,,0,0,0,-1,28,0,
86,86,500-1000,1,1,1,1,0,0,2,1,0,0,0,0,7.0,4.0,-1,-1,-1,,1,1,1,2,36,0,
87,87,100-500,1,1,1,1,2,0,1,1,1,0,2,0,10.0,8.0,-1,-1,-1,,0,0,2,0,24,0,
88,88,6-25,1,1,1,1,0,0,1,1,2,0,2,0,5.0,5.0,-1,-1,-1,,1,1,1,0,32,cishet male,White
89,89,26-100,0,1,0,0,1,0,1,1,2,0,1,1,5.0,3.0,-1,-1,-1,,1,1,2,0,33,0,
90,90,100-500,1,1,2,0,2,2,2,1,2,0,2,0,6.0,5.0,-1,-1,-1,,0,1,2,0,39,0,More than one of the above
91,91,More than 1000,0,1,1,1,0,1,2,1,0,0,0,0,7.0,5.0,-1,-1,-1,,1,1,2,1,26,1,More than one of the above
92,92,100-500,1,1,1,1,1,1,2,1,2,0,1,1,7.0,7.0,-1,-1,-1,,1,1,1,0,32,1,White
93,93,26-100,1,1,1,0,1,1,1,0,1,0,1,1,7.0,7.0,-1,-1,-1,,1,1,2,0,42,0,
94,94,More than 1000,1,1,1,1,0,1,2,1,0,0,2,-1,10.0,8.0,-1,-1,-1,,1,0,2,1,41,0,White
95,95,100-500,1,1,1,1,1,0,2,0,0,0,2,1,8.0,4.0,-1,-1,-1,,1,1,1,1,32,0,
96,96,More than 1000,0,1,0,1,0,1,2,1,0,0,0,0,3.0,3.0,-1,-1,-1,,2,1,1,-1,32,1,White
97,97,100-500,1,1,1,0,2,1,2,0,1,0,1,0,7.0,8.0,-1,-1,-1,,1,1,1,0,31,1,White
98,98,100-500,1,1,-1,-1,0,0,2,1,2,0,1,1,8.0,7.0,-1,-1,-1,,1,1,1,0,34,non-binary,
99,99,More than 1000,1,1,1,0,1,1,2,1,0,0,0,0,4.0,1.0,-1,-1,-1,,1,0,1,1,36,-1,
100,100,100-500,1,1,2,0,1,2,1,1,1,0,0,0,10.0,10.0,-1,-1,-1,,0,0,0,-1,33,0,
101,101,26-100,1,1,2,0,0,2,1,1,2,0,2,0,5.0,5.0,-1,-1,-1,,1,1,1,-1,30,0,White
102,102,26-100,1,1,2,1,0,0,2,1,2,1,1,1,3.0,0.0,-1,-1,-1,,1,1,1,1,45,1,White
103,103,More than 1000,1,1,1,0,1,1,2,0,1,0,1,1,7.0,7.0,-1,-1,-1,,0,0,0,0,30,0,White
104,104,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,1,1-25%,1,1,1,-1,48,0,
105,105,100-500,1,1,1,0,0,0,2,1,0,0,2,0,5.0,5.0,-1,-1,-1,,2,0,2,1,29,0,
106,106,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,1,51-75%,1,1,2,1,35,1,
107,107,100-500,1,1,2,0,0,2,2,1,0,0,2,1,5.0,2.0,-1,-1,-1,,-1,1,2,1,41,0,White
108,108,26-100,0,1,1,1,0,0,1,0,2,0,1,1,1.0,5.0,-1,-1,-1,,0,0,1,0,27,1,White
109,109,6-25,1,1,1,1,0,1,1,0,1,1,1,1,8.0,8.0,-1,-1,-1,,1,1,2,0,42,0,White
110,110,100-500,1,1,2,0,0,0,2,1,1,0,1,1,5.0,3.0,-1,-1,-1,,1,1,1,0,32,0,White
111,111,100-500,1,1,2,0,2,2,2,1,1,0,2,0,6.0,5.0,-1,-1,-1,,0,0,0,-1,32,0,White
112,112,1-5,1,1,1,1,0,0,1,0,0,0,0,1,5.0,8.0,-1,-1,-1,,1,1,1,0,20,woman,White
113,113,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,0,1,1,26-50%,1,1,1,2,24,woman,White
114,114,500-1000,0,1,2,0,1,2,2,0,1,0,2,0,6.0,6.0,-1,-1,-1,,0,0,0,0,0,0,White
115,115,26-100,1,1,2,0,0,0,2,1,1,0,2,0,7.0,7.0,-1,-1,-1,,0,0,0,0,38,0,White
116,116,6-25,1,1,2,1,0,0,2,1,2,0,2,0,8.0,5.0,-1,-1,-1,,1,1,2,0,31,0,White
117,117,26-100,1,0,1,1,1,1,1,2,0,0,0,1,3.0,1.0,-1,-1,-1,,1,1,1,0,26,0,More than one of the above
118,118,26-100,1,1,1,0,0,0,1,1,1,1,1,1,5.0,6.0,-1,-1,-1,,1,1,1,2,40,0,White
119,119,6-25,0,1,1,0,0,0,2,0,2,0,2,0,7.0,7.0,-1,-1,-1,,1,1,1,0,30,0,White
120,120,26-100,0,1,1,1,0,2,2,1,2,0,2,0,0.0,0.0,-1,-1,-1,,2,1,0,0,38,0,White
121,121,More than 1000,1,1,1,1,1,1,2,0,1,1,2,0,5.0,5.0,-1,-1,-1,,0,1,0,-1,28,0,White
122,122,More than 1000,0,0,-1,0,0,0,2,1,0,0,0,0,2.0,1.0,-1,-1,-1,,0,0,0,2,28,1,
123,123,More than 1000,1,0,1,0,0,1,2,1,0,1,0,1,6.0,3.0,-1,-1,-1,,1,1,1,1,30,0,White
124,124,More than 1000,0,1,1,1,1,1,2,0,1,1,1,1,7.0,5.0,-1,-1,-1,,1,1,1,0,23,nonbinary,White
125,125,More than 1000,1,1,2,0,0,0,2,0,1,1,1,1,10.0,3.0,-1,-1,-1,,2,0,2,0,30,0,White
126,126,More than 1000,0,0,1,1,1,1,2,0,1,1,2,1,5.0,9.0,-1,-1,-1,,1,1,1,0,33,1,White
127,127,500-1000,0,1,1,1,0,0,1,0,0,0,1,1,10.0,4.0,-1,-1,-1,,0,1,1,0,53,1,White
128,128,More than 1000,0,1,1,1,1,2,1,1,2,1,2,1,5.0,2.0,-1,-1,-1,,1,1,2,1,38,0,White
129,129,26-100,1,1,0,-1,0,0,2,0,2,0,2,0,0.0,0.0,-1,-1,-1,,1,0,0,-1,34,0,
130,130,More than 1000,0,1,2,0,0,2,2,1,1,0,0,0,8.0,7.0,-1,-1,-1,,0,0,2,-1,40,0,White
131,131,More than 1000,1,1,1,0,0,2,2,1,1,0,2,0,7.0,5.0,-1,-1,-1,,0,0,1,-1,42,0,Asian
132,132,6-25,1,1,1,0,0,0,2,0,1,1,1,1,5.0,5.0,-1,-1,-1,,1,1,2,0,42,0,White
133,133,26-100,0,1,1,1,0,1,2,1,2,0,2,1,8.0,5.0,-1,-1,-1,,1,1,2,0,38,0,
134,134,More than 1000,0,1,1,1,0,1,1,1,2,1,2,1,6.0,6.0,-1,-1,-1,,1,1,1,0,33,agender,White
135,135,100-500,1,1,1,1,2,2,1,1,2,0,2,1,8.0,5.0,-1,-1,-1,,1,1,1,2,35,0,White
136,136,100-500,1,1,0,-1,0,0,2,1,0,0,0,0,6.0,2.0,-1,-1,-1,,1,0,2,0,27,1,
137,137,More than 1000,0,1,-1,1,1,0,2,0,1,1,2,0,7.0,7.0,-1,-1,-1,,0,0,0,-1,28,1,
138,138,More than 1000,1,1,0,0,0,0,0,2,0,0,0,0,1.0,1.0,-1,-1,-1,,-1,1,0,0,42,0,
139,139,More than 1000,1,1,2,-1,0,0,2,0,2,0,2,0,5.0,5.0,-1,-1,-1,,2,0,2,-1,35,1,
140,140,More than 1000,0,1,1,1,0,1,1,1,0,0,2,1,3.0,1.0,-1,-1,-1,,1,1,0,2,40,0,White
141,141,100-500,0,1,1,1,1,0,2,1,0,0,0,0,7.0,5.0,-1,-1,-1,,1,1,1,1,54,1,White
142,142,100-500,1,1,1,0,0,0,2,0,1,0,2,0,5.0,9.0,-1,-1,-1,,1,1,1,0,37,0,White
143,143,More than 1000,0,0,1,1,2,1,1,1,0,1,2,1,10.0,8.0,-1,-1,-1,,0,1,2,-1,26,1,White
144,144,100-500,0,1,2,0,0,0,2,1,0,0,2,0,6.0,0.0,-1,-1,-1,,2,0,2,1,37,0,
145,145,More than 1000,0,1,1,1,0,0,2,1,0,0,0,1,6.0,0.0,-1,-1,-1,,1,1,2,-1,49,1,White
146,146,More than 1000,0,1,2,0,1,1,1,1,2,0,2,0,9.0,8.0,-1,-1,-1,,0,0,0,-1,23,0,Asian
147,147,100-500,1,1,1,0,1,1,1,0,1,1,1,1,8.0,8.0,-1,-1,-1,,1,1,2,0,42,1,
148,148,More than 1000,1,1,1,0,1,1,1,1,0,1,0,0,8.0,4.0,-1,-1,-1,,2,0,0,1,49,0,
149,149,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,0,2,,2,0,0,0,38,0,
150,150,100-500,1,1,2,0,1,1,2,1,0,0,0,0,6.0,6.0,-1,-1,-1,,0,0,1,1,41,1,
151,151,100-500,1,1,1,1,1,1,1,1,1,1,1,1,8.0,8.0,-1,-1,-1,,1,1,0,0,33,0,
152,152,26-100,1,1,1,1,1,2,2,0,1,1,1,1,5.0,5.0,-1,-1,-1,,1,1,1,0,27,0,White
153,153,More than 1000,0,1,1,1,1,1,2,1,0,0,0,1,7.0,7.0,-1,-1,-1,,0,0,0,0,47,0,
154,154,100-500,1,1,2,0,1,0,1,1,2,0,0,0,8.0,3.0,-1,-1,-1,,1,1,1,2,28,0,White
155,155,More than 1000,1,1,1,1,0,0,2,1,2,0,2,1,6.0,4.0,-1,-1,-1,,1,1,1,2,49,1,
156,156,More than 1000,0,0,2,0,0,0,1,1,0,0,0,0,6.0,5.0,-1,-1,-1,,1,1,2,1,23,0,
157,157,More than 1000,0,1,1,1,1,2,1,1,2,0,2,1,10.0,6.0,-1,-1,-1,,1,1,2,0,23,questioning,Black or African American
158,158,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,1,1-25%,1,1,1,2,38,cis male,White
159,159,1-5,1,1,0,-1,2,0,1,0,1,1,1,1,10.0,10.0,-1,-1,-1,,1,1,1,0,45,0,White
160,160,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,0,0,1,76-100%,1,1,1,2,35,0,White
161,161,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,2,,1,1,1,0,51,0,
162,162,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,1,26-50%,1,0,1,-1,34,1,White
163,163,26-100,1,1,1,1,1,1,2,1,1,1,2,1,6.0,7.0,-1,-1,-1,,1,1,1,1,29,0,White
164,164,26-100,1,1,2,0,0,2,2,1,2,0,2,1,3.0,3.0,-1,-1,-1,,2,0,2,0,40,0,White
165,165,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,0,1,26-50%,1,0,0,0,38,0,
166,166,26-100,1,1,1,0,0,0,2,1,0,0,2,1,2.0,2.0,-1,-1,-1,,1,1,1,0,32,cis male,White
167,167,More than 1000,1,1,1,1,1,2,2,1,1,1,2,1,7.0,4.0,-1,-1,-1,,1,1,1,0,22,1,White
168,168,1-5,1,1,1,1,1,2,1,0,1,1,2,1,8.0,8.0,-1,-1,-1,,1,1,1,1,28,0,White
169,169,More than 1000,1,1,2,0,1,2,2,1,0,0,0,0,5.0,4.0,-1,-1,-1,,1,1,2,-1,29,1,White
170,170,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,0,1,1-25%,1,0,0,2,32,i have a penis,White
171,171,100-500,1,1,1,0,0,2,2,1,2,0,1,1,5.0,5.0,-1,-1,-1,,1,1,1,0,38,1,White
172,172,26-100,1,1,2,0,0,2,2,1,0,0,2,1,6.0,5.0,-1,-1,-1,,0,0,0,-1,30,0,Hispanic
173,173,More than 1000,0,1,1,1,2,1,2,1,0,0,0,0,8.0,5.0,-1,-1,-1,,1,1,1,0,37,1,White
174,174,More than 1000,1,1,1,1,1,1,2,1,2,0,2,1,10.0,5.0,-1,-1,-1,,1,1,1,0,38,1,White
175,175,100-500,1,1,1,1,1,1,2,0,2,1,2,1,8.0,5.0,-1,-1,-1,,1,1,1,1,51,1,White
176,176,More than 1000,0,1,1,1,1,1,1,1,2,1,2,1,10.0,8.0,-1,-1,-1,,1,1,1,1,39,0,White
177,177,More than 1000,0,1,1,0,2,2,2,1,1,0,0,0,7.0,8.0,-1,-1,-1,,0,0,0,0,22,0,White
178,178,More than 1000,1,1,1,1,2,1,1,0,0,1,1,1,7.0,5.0,-1,-1,-1,,1,1,1,2,26,0,White
179,179,100-500,0,1,2,0,0,0,0,1,0,0,0,1,5.0,1.0,-1,-1,-1,,1,0,1,1,42,0,More than one of the above
180,180,100-500,0,1,-1,0,1,0,2,1,0,1,0,0,5.0,2.0,-1,-1,-1,,1,1,0,-1,49,0,
181,181,More than 1000,1,1,1,0,1,1,1,0,1,0,1,1,8.0,8.0,-1,-1,-1,,0,0,1,0,48,0,
182,182,More than 1000,0,1,1,1,1,1,1,1,2,0,0,1,7.0,8.0,-1,-1,-1,,1,1,1,2,25,0,
183,183,6-25,1,1,-1,-1,0,0,2,1,2,1,2,1,4.0,8.0,-1,-1,-1,,1,1,2,0,31,0,
184,184,1-5,1,1,1,0,0,1,1,1,2,0,2,1,8.0,8.0,-1,-1,-1,,0,0,0,0,63,0,White
185,185,More than 1000,1,1,0,0,0,0,2,1,0,0,0,0,7.0,5.0,-1,-1,-1,,0,0,0,2,30,1,
186,186,100-500,1,1,2,0,0,2,2,1,2,0,2,1,10.0,10.0,-1,-1,-1,,1,1,2,0,34,0,
